user_id,reaction_time,correct
0,0.5338316144354467,1
0,0.8793587234263276,1
0,0.2403050011108765,1
0,1.6104618364022212,0
0,1.1903243919514508,1
0,0.487268379398061,1
0,0.6753250546591377,1
0,0.36741762574616854,1
0,0.19085573409256334,1
0,0.14160269957999,1
0,2.1687560673448663,1
0,0.8768288410629922,1
0,0.6038685493424762,1
0,0.3649224845216271,1
0,0.6517297863059702,1
0,1.200976144263374,0
0,1.036530688601903,0
0,0.16023005464793766,1
0,0.5729141446733637,1
0,0.477174516644424,1
0,0.26116005550506005,1
0,0.15341231920473566,1
0,0.3064141414177331,1
0,0.48479248171101763,1
0,0.27396750583062507,1
0,0.2913234047365303,1
0,0.5057877447243894,1
0,0.3756251209049811,1
0,1.0745750027269676,1
0,0.2373010676501981,1
0,0.38028074762204034,1
0,0.7439613769280662,0
0,0.45257856973891664,1
0,0.12754803322369834,1
0,0.640992268222465,1
0,0.20856450275953342,1
0,0.6056645197407784,1
0,0.7205862922610271,1
0,0.3467759886575776,1
0,0.6904531443931664,0
0,0.2961203703894124,1
0,0.15987551723083393,1
0,0.45969594670250746,1
0,0.3945409930902218,1
0,0.34754390634130194,1
0,0.36547857394638217,1
0,0.3348749043063822,1
0,0.3593258819790098,1
0,0.7065356389634567,1
0,0.4790454702334168,1
0,0.48685696387253885,1
0,0.36079201358568086,1
0,0.4585636210865134,1
0,0.4577611274189673,1
0,0.7548099032626469,0
0,0.19927353819083743,1
0,0.30725926055658725,1
0,0.2671044586738141,1
0,0.21318007688699822,1
0,0.21151403154557533,1
0,0.34677720026609876,1
0,0.9261062735239489,1
0,0.6603742657858052,1
0,0.27713262771889896,0
0,0.24739012318457704,1
0,0.7467124309980326,1
0,0.34304804103148084,1
0,0.18942759658440816,1
0,0.42618972633879537,1
0,0.557505821482311,1
0,0.16799291276588976,1
0,0.23074889884524538,1
0,0.8287812401801661,1
0,0.26525146946193084,1
0,0.9956203733462223,0
0,0.7383721439317779,1
0,0.3308790039573304,1
0,0.12077339448041058,1
0,0.18146744566391348,1
0,0.5429166573840924,1
1,0.18284872605758265,1
1,0.1444546369198545,1
1,0.13557621872776765,1
1,0.17634246078255378,1
1,0.6358313778229726,1
1,0.3310907430836201,1
1,0.18997822654398394,1
1,0.41626294201630787,1
1,0.13027014584674806,1
1,0.235553365854699,1
1,0.18419990658864163,0
1,0.15831632355906033,1
1,0.3625174328831874,1
1,0.23844377921593657,1
1,0.3033822202711589,1
1,0.19970840744827495,1
1,0.2813624254654773,1
1,0.19065502167177162,1
1,0.11425184925796014,1
1,0.5970793558758394,1
1,0.18884175398303324,1
1,0.1743796613337824,1
1,0.24008245369649542,1
1,0.3279550251373848,1
1,0.3641809733411856,1
1,0.16603748001133234,1
1,0.16289251328521506,1
1,0.2018916036278895,1
1,0.24805080680845165,1
1,0.3970586615949815,1
1,0.32738823279603474,1
1,0.16515780757772253,1
1,0.5258557537120068,1
1,0.23859173981756554,1
1,0.16526815470202386,1
1,0.5146800855613285,1
1,0.1093488567555096,1
1,0.41943653210809356,1
1,0.2654495043726598,1
1,0.1185376299734489,1
1,0.28609838653126135,1
1,0.2588339523864894,1
1,0.3043752923407649,1
1,0.18362576137067738,1
1,0.1808638660623747,1
1,0.14883170810428142,1
1,0.18276889844247596,1
1,0.09095529132812626,1
1,0.15915066264119873,1
1,0.13175847621396442,1
1,0.23381567359909372,0
1,0.2372855618578973,1
1,0.3382734866844144,1
1,0.43208141120200627,1
1,0.14085712872946096,0
1,0.34621705243084194,1
1,0.2150334278313692,1
1,0.2749582019453573,1
1,0.170381404831564,1
1,0.22327111562357604,1
1,0.20548892287228182,1
1,0.19202273732353967,1
1,0.27134755538101907,1
1,0.28278929177038115,1
1,0.11771279568382566,1
1,0.2217555300291899,1
1,0.20442513129956622,1
1,0.25168913340090593,1
1,0.7556122289888952,0
1,0.19996208743781507,1
1,0.13141015591290345,1
1,0.18219806364201402,1
1,0.3915537349614025,1
1,0.19496697652448636,1
1,0.19902589917799648,1
1,0.2660506919009954,1
1,0.22740496140734984,1
1,0.12518716095282617,1
1,0.2624792373805158,1
1,0.7584790291932019,1
2,0.4614495791703991,1
2,0.34075743096766986,1
2,0.34028783401746027,1
2,0.6844596843757764,1
2,0.30290360486150647,1
2,0.452609990777175,1
2,0.4132612087136633,1
2,0.27417964789635463,1
2,0.26049868250603025,0
2,0.3108164126315296,1
2,0.534983159896705,1
2,0.31985479421092067,1
2,0.2707659240401967,0
2,0.27075427848479333,1
2,0.32199572227676676,1
2,0.35209966449726204,1
2,0.40890183522618423,1
2,0.25285317938272484,1
2,0.350315777385932,1
2,0.3491211996598815,0
2,0.478839651410664,1
2,0.32107705525932134,1
2,0.3886910545887733,1
2,0.43050756009392227,1
2,0.47828837525841106,1
2,0.4006937090191915,1
2,0.35340856597417747,1
2,0.4268595228294024,1
2,0.871704377009608,1
2,0.32493566327960915,1
2,0.4014888694389872,1
2,0.6582296656662636,1
2,0.4427470704620992,1
2,0.334910265450321,1
2,0.4214846728799619,1
2,0.374952062144558,1
2,0.6136826691116961,1
2,0.3492535753953578,1
2,0.3510585568606959,1
2,0.37643990403897026,1
2,0.49622223292853024,1
2,0.4015006235644305,0
